str_no_string|NO STRING!
str_comment_you_ran_from_foe_allied_chivalrous|Last time we met, you fled from me. That was a wise decision.
str_comment_you_ran_from_foe_allied_upstanding|You may have been able to escape the last time we crossed paths, but the next time I doubt that you be so lucky.
str_comment_you_ran_from_foe_allied_spiteful|Word is you fled the enemy leaving all your men behind. I pray to God this is a lie, or we are all stained by your dishonor.
str_comment_you_defeated_my_friend_enemy_pragmatic|Ah, {playername}. You are certainly making a name for yourself amongst my allies, not the least of which {s54} who I wager is still tending his bruises.
str_comment_you_defeated_my_friend_enemy_chivalrous|{playername}. I challenge you on behalf of the honor of {s54}.
str_comment_you_defeated_my_friend_enemy_spiteful|You have made your name as a mighty warrior, {playername}. Yet do not let victor's pride blind you to the rules of honor.
str_comment_you_defeated_my_friend_enemy|I heard that you defeated {s54}, and ever since, I have been anxious to cross swords with you.
str_comment_you_captured_a_lord_allied_friendly_spiteful|Your fame runs before you, {playername}. I consider you a truly dangerous foe.
str_comment_you_captured_a_lord_allied_unfriendly_spiteful|I know you are a famed warrior, and the lands are filled with tales of your feats of arms. Yet forget not the honor of the warrior. Without honor you shall be nothing more than a cold-blooded murderer.
str_comment_you_captured_a_lord_allied_chivalrous|I heard that you captured {s54}. I hope that you squeezed him for everything he was worth.
str_comment_you_captured_a_lord_allied|I heard that you captured {s54}. Your chests must be full with loot, but that won't help you become a noble!
str_comment_you_let_go_a_lord_allied_chivalrous|I heard that you captured {s54}. Well done. I assume, of course, that he has been treated with all the honors due his rank.
str_comment_you_let_go_a_lord_allied_upstanding|I heard that you captured {s54}. Well done. That will keep his armies at home for the time being.
str_comment_you_let_go_a_lord_allied_coldblooded|I heard that you captured {s54}, but then let him go. Just remember that mercy to a man is cruelty to his enemies.
str_comment_you_let_go_a_lord_allied_unfriendly_spiteful|I heard that you captured {s54}, but then let him go. Well, that was an honorable course of action, although also perhaps a dangerous one.
str_comment_you_let_go_a_lord_allied|I heard that you captured {s54}, but then let him go. That was most chivalrous of you, but one does not win wars by chivalry.
str_comment_you_let_me_go_spiteful|Ah if it isn't the merciful {playername}. To defeat me and then release me to ride home without glory or an army was a humiliation I shall not endure a second time.
str_comment_you_let_me_go_enemy_chivalrous|We meet again {s54}. I salute you for allowing me my freedom when we last met. It is my fondest hope to repay the favor!
str_comment_you_let_me_go_enemy_coldblooded|When last we met, you had me at your mercy and allowed me to go free. I hope you enjoyed toying with me, like a cat with a mouse, because soon I will have you at my mercy, to slay or humiliate you according to my fancy.
str_comment_you_let_me_go_enemy|When last we met, you had me at your mercy and allowed me to go free. That was kind of you, and I will not forget it. But alas, our nations are still at war.
str_comment_you_let_me_go_default|When last we met, you had me at your mercy and allowed me to go free. But we are still enemies, and I cannot promise to repay your mercy in kind.
str_comment_pledged_allegiance_allied_martial_unfriendly|When last we met, you had me at your mercy and allowed me to go free. That was kind of you, but remember that we are still at war.
str_comment_pledged_allegiance_allied_martial|When last we met, you had me at your mercy and allowed me to go free. That was kind of you, and I am glad that our nations are no longer at war.
str_comment_pledged_allegiance_allied_quarrelsome_unfriendly|I heard that you have pledged allegiance to our lord, {s54}. Please, do not dishonor us.
str_comment_pledged_allegiance_allied_quarrelsome|I heard that you have pledged allegiance to our lord, {s54}. I look forward to fighting alongside you against our foes.
str_comment_pledged_allegiance_allied_selfrighteous_unfriendly|I heard that you have pledged allegiance to our lord, {s54}. Bah. Do yourself a favor, and stay out of my way.
str_comment_pledged_allegiance_allied_selfrighteous|I heard that you have pledged allegiance to our lord, {s54}. Fight hard against our foes, respect your betters, and don't cross me, and we'll get along fine.
str_comment_pledged_allegiance_allied_cunning_unfriendly|I heard that you have pledged allegiance to our lord, {s54}. Fight with courage and you shall be rewarded. Betray us, and you'll have only yourself to blame.
str_comment_pledged_allegiance_allied_cunning|I heard that you have pledged allegiance to our lord, {s54}. Fight with courage and you shall be rewarded. Betray us, and you'll have only yourself to blame.
str_comment_pledged_allegiance_allied_debauched_unfriendly|I heard that you have pledged allegiance to our lord, {s54}. I do not pretend to be happy about his decision, but perhaps it is better to have you inside our tent pissing out, than the other way around.
str_comment_pledged_allegiance_allied_debauched|I heard that you have pledged allegiance to our lord, {s54}. This is good. The more skilled fighters we have with us in these troubled times, the better. I shall be watching your progress.
str_comment_pledged_allegiance_allied_goodnatured_unfriendly|I heard that you have pledged allegiance to our lord, {s54}. No doubt you will soon betray him, and I will have the pleasure of watching you die a traitor's death.
str_comment_pledged_allegiance_allied_goodnatured|I heard that you have pledged allegiance to our lord, {s54}. Excellent... I am sure that you and I will become very good friends. But remember -- if you betray us, it will be the biggest mistake of your life.
str_comment_pledged_allegiance_allied_upstanding_unfriendly|I heard that you have pledged allegiance to our lord, {s54}. Well, I can't say that I would have trusted you, but perhaps you deserve the benefit of the doubt.
str_comment_pledged_allegiance_allied_upstanding|I heard that you have pledged allegiance to our lord, {s54}. Good {man/woman}! Our lord is a noble soul, and rewards loyalty and valor with kindness and generosity.
str_comment_our_king_granted_you_a_fief_allied_friendly_cruel|I heard that you have pledged allegiance to our lord, {s54}. Alas, I know too little of you to have any good feeling about this. However, I hope I am mistaken.
str_comment_our_king_granted_you_a_fief_allied_friendly_cynical|I heard that you pledged allegiance to our lord, {s54}. Fight our foes without fear, and forget not honor and charity. A good name is worth as much as a sharp pike and a good horse.
str_comment_our_king_granted_you_a_fief_allied_friendly|I heard that {s54} granted you {s51} as a fief. Don't forget -- spare the whip and spoil the peasant!
str_comment_our_king_granted_you_a_fief_allied_unfriendly_upstanding|I heard that {s54} granted you {s51} as a fief. I am glad to see you prosper -- but be wary. Men are vipers, envious and covetous of their neighbors' wealth. Stay close to me, and I'll watch your back.
